BinaryMessage,RootHash
49171,1100000000010011
51331,1100100010000011
29505,0111001101000001
33055,1000000100011111
59140,1110011100000100
12895,0011001001011111
32246,0111110111110110
30800,0111100001010000
57629,1110000100011101
9426,0010010011010010
44626,1010111001010010
64828,1111110100111100
41256,1010000100101000
29529,0111001101011001
7119,0001101111001111
15734,0011110101110110
41282,1010000101000010
14310,0011011111100110
27363,0110101011100011
41542,1010001001000110
22478,0101011111001110
14399,0011100000111111
14556,0011100011011100
17574,0100010010100110
41483,1010001000001011
5217,0001010001100001
19656,0100110011001000
12589,0011000100101101
52446,1100110011011110
17993,0100011001001001
63943,1111100111000111
13828,0011011000000100
26450,0110011101010010
44444,1010110110011100
32678,0111111110100110
13306,0011001111111010
8253,0010000000111101
62588,1111010001111100
45215,1011000010011111
57171,1101111101010011
21055,0101001000111111
186,0000000010111010
32695,0111111110110111
34810,1000011111111010
63423,1111011110111111
11321,0010110000111001
30109,0111010110011101
14053,0011011011100101
14114,0011011100100010
58099,1110001011110011
57396,1110000000110100
63379,1111011110010011
23097,0101101000111001
43522,1010101000000010
51864,1100101010011000
15906,0011111000100010
47734,1011101001110110
21321,0101001101001001
57716,1110000101110100
57125,1101111100100101
13582,0011010100001110
58294,1110001110110110
27870,0110110011011110
37467,1001001001011011
45741,1011001010101101
24771,0110000011000011
40957,1001111111111101
17855,0100010110111111
24567,0101111111110111
19927,0100110111010111
31433,0111101011001001
13394,0011010001010010
32395,0111111010001011
50665,1100010111101001
38764,1001011101101100
10232,0010011111111000
46810,1011011011011010
1492,0000010111010100
63673,1111100010111001
44108,1010110001001100
28924,0111000011111100
15288,0011101110111000
33928,1000010010001000
58205,1110001101011101
11380,0010110001110100
22177,0101011010100001
52562,1100110101010010
57962,1110001001101010
57017,1101111010111001
38526,1001011001111110
63274,1111011100101010
36118,1000110100010110
64460,1111101111001100
33247,1000000111011111
4893,0001001100011101
38284,1001010110001100
40165,1001110011100101
36034,1000110011000010
56294,1101101111100110
64002,1111101000000010
56986,1101111010011010
8184,0001111111111000
63530,1111100000101010
1110,0000010001010110
53029,1100111100100101
27298,0110101010100010
6493,0001100101011101
10553,0010100100111001
8319,0010000001111111
24495,0101111110101111
60462,1110110000101110
51383,1100100010110111
49372,1100000011011100
6815,0001101010011111
17629,0100010011011101
3423,0000110101011111
27915,0110110100001011
11615,0010110101011111
21967,0101010111001111
2517,0000100111010101
9545,0010010101001001
57116,1101111100011100
7211,0001110000101011
43064,1010100000111000
64098,1111101001100010
41371,1010000110011011
2166,0000100001110110
24918,0110000101010110
1255,0000010011100111
37969,1001010001010001
52524,1100110100101100
44471,1010110110110111
32991,1000000011011111
15525,0011110010100101
18265,0100011101011001
16191,0011111100111111
29868,0111010010101100
63603,1111100001110011
4438,0001000101010110
13903,0011011001001111
13572,0011010100000100
6908,0001101011111100
24743,0110000010100111
52419,1100110011000011
65253,1111111011100101
1763,0000011011100011
50406,1100010011100110
19981,0100111000001101
45614,1011001000101110
62734,1111010100001110
42875,1010011101111011
20687,0101000011001111
32470,0111111011010110
52290,1100110001000010
12740,0011000111000100
60437,1110110000010101
53783,1101001000010111
4632,0001001000011000
43966,1010101110111110
8490,0010000100101010
32770,1000000000000010
60078,1110101010101110
49529,1100000101111001
40427,1001110111101011
48425,1011110100101001
65275,1111111011111011
22557,0101100000011101
57965,1110001001101101
2544,0000100111110000
54414,1101010010001110
4182,0001000001010110
37733,1001001101100101
51725,1100101000001101
25490,0110001110010010
58153,1110001100101001
10546,0010100100110010
19787,0100110101001011
23530,0101101111101010
33952,1000010010100000
58637,1110010100001101
20285,0100111100111101
17024,0100001010000000
21645,0101010010001101
42550,1010011000110110
10405,0010100010100101
23222,0101101010110110
49295,1100000010001111
37723,1001001101011011
24175,0101111001101111
29123,0111000111000011
53570,1101000101000010
41475,1010001000000011
23926,0101110101110110
54742,1101010111010110
20960,0101000111100000
31957,0111110011010101
50842,1100011010011010
25408,0110001101000000
22214,0101011011000110
24321,0101111100000001
26973,0110100101011101
50121,1100001111001001
25574,0110001111100110
3667,0000111001010011
47573,1011100111010101
40439,1001110111110111
57044,1101111011010100
38409,1001011000001001
54222,1101001111001110
5218,0001010001100010
23928,0101110101111000
49452,1100000100101100
35182,1000100101101110
56076,1101101100001100
15110,0011101100000110
21299,0101001100110011
49996,1100001101001100
23863,0101110100110111
40467,1001111000010011
23658,0101110001101010
22951,0101100110100111
3566,0000110111101110
27789,0110110010001101
2157,0000100001101101
9724,0010010111111100
21318,0101001101000110
40504,1001111000111000
47625,1011101000001001
50418,1100010011110010
59957,1110101000110101
42597,1010011001100101
13277,0011001111011101
65533,1111111111111101
50699,1100011000001011
42733,1010011011101101
22717,0101100010111101
26051,0110010111000011
37482,1001001001101010
9415,0010010011000111
30490,0111011100011010
16551,0100000010100111
33840,1000010000110000
39268,1001100101100100
42337,1010010101100001
61332,1110111110010100
50465,1100010100100001
49372,1100000011011100
19561,0100110001101001
38465,1001011001000001
48618,1011110111101010
45201,1011000010010001
33877,1000010001010101
47112,1011100000001000
40365,1001110110101101
20300,0100111101001100
29623,0111001110110111
60226,1110101101000010
35549,1000101011011101
36527,1000111010101111
55268,1101011111100100
13252,0011001111000100
32650,0111111110001010
21518,0101010000001110
41831,1010001101100111
15813,0011110111000101
14710,0011100101110110
58456,1110010001011000
40619,1001111010101011
55747,1101100111000011
46067,1011001111110011
49899,1100001011101011
2402,0000100101100010
42246,1010010100000110
29840,0111010010010000
25109,0110001000010101
63846,1111100101100110
45725,1011001010011101
4046,0000111111001110
18948,0100101000000100
23368,0101101101001000
24445,0101111101111101
18489,0100100000111001
6845,0001101010111101
13845,0011011000010101
65125,1111111001100101
45313,1011000100000001
21577,0101010001001001
20327,0100111101100111
56879,1101111000101111
30173,0111010111011101
17927,0100011000000111
45337,1011000100011001
14725,0011100110000101
29403,0111001011011011
40691,1001111011110011
6351,0001100011001111
7704,0001111000011000
6776,0001101001111000
43524,1010101000000100
28645,0110111111100101
64109,1111101001101101
53563,1101000100111011
34019,1000010011100011
17386,0100001111101010
19563,0100110001101011
62549,1111010001010101
34542,1000011011101110
60949,1110111000010101
38932,1001100000010100
62827,1111010101101011
1625,0000011001011001
51662,1100100111001110
34117,1000010101000101
38377,1001010111101001
32262,0111111000000110
21596,0101010001011100
39385,1001100111011001
41421,1010000111001101
38129,1001010011110001
32141,0111110110001101
56513,1101110011000001
35222,1000100110010110
23038,0101100111111110
44561,1010111000010001
39292,1001100101111100
34704,1000011110010000
57648,1110000100110000
15053,0011101011001101
34821,1000100000000101
55620,1101100101000100
20334,0100111101101110
14520,0011100010111000
1717,0000011010110101
7488,0001110101000000
20581,0101000001100101
10866,0010101001110010
23295,0101101011111111
31044,0111100101000100
62826,1111010101101010
63191,1111011011010111
5404,0001010100011100
33944,1000010010011000
24310,0101111011110110
29844,0111010010010100
5648,0001011000010000
38864,1001011111010000
1463,0000010110110111
55132,1101011101011100
24097,0101111000100001
2745,0000101010111001
53283,1101000000100011
43802,1010101100011010
15150,0011101100101110
32941,1000000010101101
31559,0111101101000111
32448,0111111011000000
21816,0101010100111000
27516,0110101101111100
43510,1010100111110110
13016,0011001011011000
31974,0111110011100110
52180,1100101111010100
29840,0111010010010000
21770,0101010100001010
35101,1000100100011101
7620,0001110111000100
35688,1000101101101000
56270,1101101111001110
60379,1110101111011011
22874,0101100101011010
56387,1101110001000011
4136,0001000000101000
58017,1110001010100001
3362,0000110100100010
21142,0101001010010110
55798,1101100111110110
22793,0101100100001001
2113,0000100001000001
8356,0010000010100100
26963,0110100101010011
60320,1110101110100000
6953,0001101100101001
52152,1100101110111000
54495,1101010011011111
36224,1000110110000000
34568,1000011100001000
10244,0010100000000100
50673,1100010111110001
43057,1010100000110001
12402,0011000001110010
50635,1100010111001011
61890,1111000111000010
30180,0111010111100100
28191,0110111000011111
2814,0000101011111110
53027,1100111100100011
61717,1111000100010101
5173,0001010000110101
17882,0100010111011010
14137,0011011100111001
29492,0111001100110100
32621,0111111101101101
8410,0010000011011010
18317,0100011110001101
12831,0011001000011111
61201,1110111100010001
58724,1110010101100100
4935,0001001101000111
53193,1100111111001001
41267,1010000100110011
45424,1011000101110000
52554,1100110101001010
54956,1101011010101100
12590,0011000100101110
9274,0010010000111010
38283,1001010110001011
14977,0011101010000001
3015,0000101111000111
59211,1110011101001011
20656,0101000010110000
59276,1110011110001100
20712,0101000011101000
35879,1000110000100111
61461,1111000000010101
47352,1011100011111000
24135,0101111001000111
52804,1100111001000100
18020,0100011001100100
47526,1011100110100110
17804,0100010110001100
58370,1110010000000010
6477,0001100101001101
11073,0010101101000001
14197,0011011101110101
37420,1001001000101100
17619,0100010011010011
43233,1010100011100001
45337,1011000100011001
25534,0110001110111110
37804,1001001110101100
23124,0101101001010100
62848,1111010110000000
61125,1110111011000101
23958,0101110110010110
5120,0001010000000000
29646,0111001111001110
12523,0011000011101011
61478,1111000000100110
32677,0111111110100101
26079,0110010111011111
37371,1001000111111011
63115,1111011010001011
29862,0111010010100110
486,0000000111100110
52919,1100111010110111
39045,1001100010000101
44505,1010110111011001
50122,1100001111001010
10684,0010100110111100
65142,1111111001110110
10489,0010100011111001
32829,1000000000111101
63909,1111100110100101
49670,1100001000000110
63729,1111100011110001
37070,1001000011001110
38802,1001011110010010
30155,0111010111001011
12906,0011001001101010
50625,1100010111000001
42870,1010011101110110
52826,1100111001011010
14753,0011100110100001
9544,0010010101001000
25434,0110001101011010
40485,1001111000100101
20573,0101000001011101
41819,1010001101011011
894,0000001101111110
21651,0101010010010011
16512,0100000010000000
12155,0010111101111011
30223,0111011000001111
43654,1010101010000110
30170,0111010111011010
3633,0000111000110001
64298,1111101100101010
35298,1000100111100010
64123,1111101001111011
56243,1101101110110011
64510,1111101111111110
35107,1000100100100011
46836,1011011011110100
13793,0011010111100001
40428,1001110111101100
64265,1111101100001001
61572,1111000010000100
50830,1100011010001110
64148,1111101010010100
36818,1000111111010010
862,0000001101011110
35232,1000100110100000
56242,1101101110110010
40221,1001110100011101
23656,0101110001101000
14448,0011100001110000
12912,0011001001110000
964,0000001111000100
5470,0001010101011110
27381,0110101011110101
4130,0001000000100010
25756,0110010010011100
38049,1001010010100001
65043,1111111000010011
37034,1001000010101010
11332,0010110001000100
44887,1010111101010111
29703,0111010000000111
59260,1110011101111100
18938,0100100111111010
30256,0111011000110000
64013,1111101000001101
45349,1011000100100101
57175,1101111101010111
33293,1000001000001101
6371,0001100011100011
47172,1011100001000100
29813,0111010001110101
29063,0111000110000111
44421,1010110110000101
24602,0110000000011010
8471,0010000100010111
13010,0011001011010010
9296,0010010001010000
52358,1100110010000110
50578,1100010110010010
43849,1010101101001001
58813,1110010110111101
18307,0100011110000011
24554,0101111111101010
55824,1101101000010000
60127,1110101011011111
40599,1001111010010111
25994,0110010110001010
50507,1100010101001011
59344,1110011111010000
40989,1010000000011101
15817,0011110111001001
48499,1011110101110011
54978,1101011011000010
24254,0101111010111110
32675,0111111110100011
45724,1011001010011100
14950,0011101001100110
16459,0100000001001011
30752,0111100000100000
39556,1001101010000100
4824,0001001011011000
16802,0100000110100010
61646,1111000011001110
52835,1100111001100011
15736,0011110101111000
39159,1001100011110111
53311,1101000000111111
4989,0001001101111101
33413,1000001010000101
39706,1001101100011010
1700,0000011010100100
58632,1110010100001000
61347,1110111110100011
49029,1011111110000101
34028,1000010011101100
26318,0110011011001110
56241,1101101110110001
24756,0110000010110100
15532,0011110010101100
26669,0110100000101101
11187,0010101110110011
34543,1000011011101111
4264,0001000010101000
24671,0110000001011111
46790,1011011011000110
48737,1011111001100001
17944,0100011000011000
44490,1010110111001010
44419,1010110110000011
12962,0011001010100010
2275,0000100011100011
18895,0100100111001111
64972,1111110111001100
24328,0101111100001000
52874,1100111010001010
22656,0101100010000000
4509,0001000110011101
14290,0011011111010010
44640,1010111001100000
45764,1011001011000100
14249,0011011110101001
43793,1010101100010001
56520,1101110011001000
45589,1011001000010101
63525,1111100000100101
31165,0111100110111101
54631,1101010101100111
2940,0000101101111100
32229,0111110111100101
60097,1110101011000001
19418,0100101111011010
43215,1010100011001111
23096,0101101000111000
25390,0110001100101110
4537,0001000110111001
8118,0001111110110110
64867,1111110101100011
37612,1001001011101100
24510,0101111110111110
45118,1011000000111110
65064,1111111000101000
64510,1111101111111110
55396,1101100001100100
15084,0011101011101100
42004,1010010000010100
8613,0010000110100101
2424,0000100101111000
36735,1000111101111111
2145,0000100001100001
55856,1101101000110000
55542,1101100011110110
31926,0111110010110110
24197,0101111010000101
10347,0010100001101011
7784,0001111001101000
33369,1000001001011001
14081,0011011100000001
50796,1100011001101100
58597,1110010011100101
8828,0010001001111100
55563,1101100100001011
55271,1101011111100111
48164,1011110000100100
6477,0001100101001101
33535,1000001011111111
2437,0000100110000101
19160,0100101011011000
42233,1010010011111001
21385,0101001110001001
31254,0111101000010110
6802,0001101010010010
7147,0001101111101011
14165,0011011101010101
7090,0001101110110010
3511,0000110110110111
19026,0100101001010010
926,0000001110011110
52937,1100111011001001
61593,1111000010011001
35301,1000100111100101
31599,0111101101101111
57615,1110000100001111
22313,0101011100101001
2411,0000100101101011
45438,1011000101111110
11933,0010111010011101
60191,1110101100011111
12227,0010111111000011
21715,0101010011010011
15170,0011101101000010
50964,1100011100010100
63450,1111011111011010
12104,0010111101001000
58300,1110001110111100
36242,1000110110010010
5790,0001011010011110
7603,0001110110110011
23786,0101110011101010
59885,1110100111101101
7823,0001111010001111
58073,1110001011011001
52359,1100110010000111
43968,1010101111000000
46151,1011010001000111
34972,1000100010011100
11395,0010110010000011
62447,1111001111101111
49264,1100000001110000
64036,1111101000100100
6800,0001101010010000
30544,0111011101010000
23505,0101101111010001
7390,0001110011011110
33863,1000010001000111
23460,0101101110100100
46830,1011011011101110
31832,0111110001011000
39364,1001100111000100
30604,0111011110001100
37626,1001001011111010
14357,0011100000010101
10853,0010101001100101
40671,1001111011011111
22153,0101011010001001
805,0000001100100101
58341,1110001111100101
25447,0110001101100111
60392,1110101111101000
49843,1100001010110011
52926,1100111010111110
9390,0010010010101110
49522,1100000101110010
6306,0001100010100010
47550,1011100110111110
8390,0010000011000110
17041,0100001010010001
36410,1000111000111010
5064,0001001111001000
1359,0000010101001111
48598,1011110111010110
59376,1110011111110000
43272,1010100100001000
31727,0111101111101111
16968,0100001001001000
33682,1000001110010010
53220,1100111111100100
40959,1001111111111111
1993,0000011111001001
35847,1000110000000111
31322,0111101001011010
3514,0000110110111010
2713,0000101010011001
254,0000000011111110
52053,1100101101010101
32093,0111110101011101
33876,1000010001010100
43334,1010100101000110
4443,0001000101011011
59319,1110011110110111
25260,0110001010101100
11348,0010110001010100
4345,0001000011111001
28343,0110111010110111
48896,1011111100000000
324,0000000101000100
40087,1001110010010111
4041,0000111111001001
56768,1101110111000000
26176,0110011001000000
40212,1001110100010100
26558,0110011110111110
45350,1011000100100110
14882,0011101000100010
45619,1011001000110011
26730,0110100001101010
17765,0100010101100101
61432,1110111111111000
1274,0000010011111010
38381,1001010111101101
13661,0011010101011101
58199,1110001101010111
61187,1110111100000011
50072,1100001110011000
25535,0110001110111111
41314,1010000101100010
64311,1111101100110111
34239,1000010110111111
32097,0111110101100001
2115,0000100001000011
39112,1001100011001000
51351,1100100010010111
10261,0010100000010101
20224,0100111100000000
47193,1011100001011001
33650,1000001101110010
21482,0101001111101010
17167,0100001100001111
62910,1111010110111110
43140,1010100010000100
64456,1111101111001000
28195,0110111000100011
48710,1011111001000110
59073,1110011011000001
20626,0101000010010010
1303,0000010100010111
56426,1101110001101010
19706,0100110011111010
2609,0000101000110001
4354,0001000100000010
3935,0000111101011111
41202,1010000011110010
41100,1010000010001100
65455,1111111110101111
54320,1101010000110000
18595,0100100010100011
31773,0111110000011101
15704,0011110101011000
51339,1100100010001011
62573,1111010001101101
56555,1101110011101011
46897,1011011100110001
64075,1111101001001011
47136,1011100000100000
43245,1010100011101101
23576,0101110000011000
11048,0010101100101000
6643,0001100111110011
16109,0011111011101101
27877,0110110011100101
63152,1111011010110000
63494,1111100000000110
54398,1101010001111110
41235,1010000100010011
57524,1110000010110100
16810,0100000110101010
22766,0101100011101110
62075,1111001001111011
5959,0001011101000111
17360,0100001111010000
57412,1110000001000100
62220,1111001100001100
55450,1101100010011010
26801,0110100010110001
40880,1001111110110000
26642,0110100000010010
37744,1001001101110000
54645,1101010101110101
52339,1100110001110011
11007,0010101011111111
1880,0000011101011000
31897,0111110010011001
42429,1010010110111101
24310,0101111011110110
56238,1101101110101110
38731,1001011101001011
41911,1010001110110111
9354,0010010010001010
4673,0001001001000001
30711,0111011111110111
5825,0001011011000001
1948,0000011110011100
41959,1010001111100111
26091,0110010111101011
39881,1001101111001001
44752,1010111011010000
64898,1111110110000010
51673,1100100111011001
60841,1110110110101001
32537,0111111100011001
4883,0001001100010011
6315,0001100010101011
14073,0011011011111001
23413,0101101101110101
5161,0001010000101001
30933,0111100011010101
4517,0001000110100101
42162,1010010010110010
55691,1101100110001011
8668,0010000111011100
59424,1110100000100000
58685,1110010100111101
47626,1011101000001010
52793,1100111000111001
57201,1101111101110001
9014,0010001100110110
253,0000000011111101
18057,0100011010001001
3717,0000111010000101
26004,0110010110010100
46198,1011010001110110
61980,1111001000011100
4705,0001001001100001
55649,1101100101100001
21398,0101001110010110
28338,0110111010110010
52855,1100111001110111
28982,0111000100110110
17515,0100010001101011
45834,1011001100001010
31323,0111101001011011
32971,1000000011001011
6801,0001101010010001
49571,1100000110100011
49228,1100000001001100
6399,0001100011111111
20276,0100111100110100
12159,0010111101111111
26772,0110100010010100
58990,1110011001101110
54594,1101010101000010
19911,0100110111000111
16005,0011111010000101
10752,0010101000000000
5447,0001010101000111
29857,0111010010100001
2434,0000100110000010
36714,1000111101101010
37040,1001000010110000
18986,0100101000101010
38750,1001011101011110
30066,0111010101110010
63991,1111100111110111
9418,0010010011001010
16835,0100000111000011
58709,1110010101010101
31486,0111101011111110
40390,1001110111000110
49235,1100000001010011
29187,0111001000000011
28741,0111000001000101
39075,1001100010100011
46938,1011011101011010
41340,1010000101111100
59634,1110100011110010
39966,1001110000011110
25824,0110010011100000
18752,0100100101000000
61212,1110111100011100
15445,0011110001010101
58250,1110001110001010
48851,1011111011010011
28935,0111000100000111
21166,0101001010101110
48508,1011110101111100
25498,0110001110011010
12076,0010111100101100
6451,0001100100110011
27724,0110110001001100
3425,0000110101100001
5623,0001010111110111
50013,1100001101011101
45638,1011001001000110
26755,0110100010000011
24992,0110000110100000
36937,1001000001001001
45210,1011000010011010
388,0000000110000100
30419,0111011011010011
11621,0010110101100101
28482,0110111101000010
40082,1001110010010010
54308,1101010000100100
19057,0100101001110001
48403,1011110100010011
16178,0011111100110010
25435,0110001101011011
28636,0110111111011100
59364,1110011111100100
32181,0111110110110101
3462,0000110110000110
29674,0111001111101010
16062,0011111010111110
47842,1011101011100010
30727,0111100000000111
47663,1011101000101111
51043,1100011101100011
34541,1000011011101101
41775,1010001100101111
61523,1111000001010011
33341,1000001000111101
55752,1101100111001000
24945,0110000101110001
64677,1111110010100101
63569,1111100001010001
64953,1111110110111001
11331,0010110001000011
57779,1110000110110011
2856,0000101100101000
1667,0000011010000011
11280,0010110000010000
37987,1001010001100011
32973,1000000011001101
17178,0100001100011010
48562,1011110110110010
33280,1000001000000000
57049,1101111011011001
32953,1000000010111001
20046,0100111001001110
21476,0101001111100100
38218,1001010101001010
13338,0011010000011010
24978,0110000110010010
35563,1000101011101011
15077,0011101011100101
19549,0100110001011101
36854,1000111111110110
39959,1001110000010111
32402,0111111010010010
28908,0111000011101100
50486,1100010100110110
12045,0010111100001101
60615,1110110011000111
6843,0001101010111011
33829,1000010000100101
59836,1110100110111100
34911,1000100001011111
36930,1001000001000010
28625,0110111111010001
28359,0110111011000111
42053,1010010001000101
64118,1111101001110110
40135,1001110011000111
17571,0100010010100011
11658,0010110110001010
53435,1101000010111011
51285,1100100001010101
51570,1100100101110010
32099,0111110101100011
28814,0111000010001110
19290,0100101101011010
38946,1001100000100010
12300,0011000000001100
16936,0100001000101000
4195,0001000001100011
22533,0101100000000101
55550,1101100011111110
27147,0110101000001011
37233,1001000101110001
56358,1101110000100110
39923,1001101111110011
25308,0110001011011100
31151,0111100110101111
18553,0100100001111001
61476,1111000000100100
30546,0111011101010010
59402,1110100000001010
12300,0011000000001100
21022,0101001000011110
42257,1010010100010001
24757,0110000010110101
34784,1000011111100000
46713,1011011001111001
22283,0101011100001011
38596,1001011011000100
46463,1011010101111111
20507,0101000000011011
12455,0011000010100111
1708,0000011010101100
18097,0100011010110001
19692,0100110011101100
63182,1111011011001110
58336,1110001111100000
28992,0111000101000000
41624,1010001010011000
45577,1011001000001001
41641,1010001010101001
54586,1101010100111010
46825,1011011011101001
15281,0011101110110001
35357,1000101000011101
2542,0000100111101110
913,0000001110010001
10943,0010101010111111
41493,1010001000010101
6624,0001100111100000
10225,0010011111110001
13873,0011011000110001
49605,1100000111000101
22749,0101100011011101
45265,1011000011010001
25745,0110010010010001
3662,0000111001001110
3182,0000110001101110
63439,1111011111001111
26851,0110100011100011
13349,0011010000100101
3591,0000111000000111
20452,0100111111100100
28364,0110111011001100
31994,0111110011111010
35246,1000100110101110
48335,1011110011001111
42508,1010011000001100
24589,0110000000001101
49908,1100001011110100
6754,0001101001100010
37236,1001000101110100
16173,0011111100101101
50074,1100001110011010
61644,1111000011001100
54612,1101010101010100
14707,0011100101110011
10231,0010011111110111
27978,0110110101001010
62153,1111001011001001
64280,1111101100011000
64614,1111110001100110
53658,1101000110011010
7196,0001110000011100
18412,0100011111101100
15081,0011101011101001
38022,1001010010000110
60812,1110110110001100
26789,0110100010100101
52537,1100110100111001
58028,1110001010101100
64194,1111101011000010
50246,1100010001000110
29673,0111001111101001
41225,1010000100001001
61330,1110111110010010
65075,1111111000110011
56459,1101110010001011
11799,0010111000010111
55380,1101100001010100
14507,0011100010101011
43031,1010100000010111
4706,0001001001100010
34439,1000011010000111
26520,0110011110011000
14252,0011011110101100
53432,1101000010111000
36728,1000111101111000
19734,0100110100010110
41763,1010001100100011
11006,0010101011111110
56433,1101110001110001
13899,0011011001001011
47360,1011100100000000
60738,1110110101000010
25826,0110010011100010
31308,0111101001001100
20176,0100111011010000
41863,1010001110000111
36553,1000111011001001
52211,1100101111110011
16229,0011111101100101
52705,1100110111100001
16082,0011111011010010
32261,0111111000000101
55766,1101100111010110
42174,1010010010111110
58831,1110010111001111
31859,0111110001110011
8570,0010000101111010
23417,0101101101111001
14563,0011100011100011
48357,1011110011100101
39217,1001100100110001
4838,0001001011100110
36763,1000111110011011
34514,1000011011010010
49671,1100001000000111
37651,1001001100010011
57314,1101111111100010
19887,0100110110101111
15806,0011110110111110
15433,0011110001001001
51963,1100101011111011
10297,0010100000111001
7746,0001111001000010
17798,0100010110000110
3084,0000110000001100
41574,1010001001100110
23496,0101101111001000
15973,0011111001100101
14155,0011011101001011
20218,0100111011111010
24519,0101111111000111
53118,1100111101111110
36835,1000111111100011
41488,1010001000010000
12934,0011001010000110
60417,1110110000000001
3109,0000110000100101
5737,0001011001101001
56957,1101111001111101
47980,1011101101101100
50414,1100010011101110
25074,0110000111110010
15489,0011110010000001
53828,1101001001000100
4330,0001000011101010
18479,0100100000101111
41073,1010000001110001
3100,0000110000011100
7812,0001111010000100
22453,0101011110110101
17180,0100001100011100
20637,0101000010011101
21967,0101010111001111
56579,1101110100000011
21401,0101001110011001
3719,0000111010000111
52238,1100110000001110
42126,1010010010001110
8622,0010000110101110
16,0000000000010000
25696,0110010001100000
61445,1111000000000101
5962,0001011101001010
33362,1000001001010010
52709,1100110111100101
20765,0101000100011101
16885,0100000111110101
42312,1010010101001000
26114,0110011000000010
14072,0011011011111000
57232,1101111110010000
36877,1001000000001101
30963,0111100011110011
773,0000001100000101
11971,0010111011000011
48949,1011111100110101
33169,1000000110010001
13034,0011001011101010
27572,0110101110110100
60628,1110110011010100
9314,0010010001100010
13825,0011011000000001
41419,1010000111001011
64078,1111101001001110
24983,0110000110010111
56234,1101101110101010
40339,1001110110010011
7748,0001111001000100
38058,1001010010101010
17636,0100010011100100
1445,0000010110100101
25649,0110010000110001
64126,1111101001111110
54193,1101001110110001
28706,0111000000100010
56471,1101110010010111
5967,0001011101001111
34265,1000010111011001
57137,1101111100110001
17920,0100011000000000
31373,0111101010001101
15206,0011101101100110
45311,1011000011111111
20078,0100111001101110
22394,0101011101111010
64279,1111101100010111
46257,1011010010110001
4026,0000111110111010
36091,1000110011111011
49319,1100000010100111
21275,0101001100011011
33930,1000010010001010
62440,1111001111101000
54133,1101001101110101
10083,0010011101100011
38754,1001011101100010
20848,0101000101110000
41162,1010000011001010
14511,0011100010101111
64352,1111101101100000
26379,0110011100001011
42816,1010011101000000
7835,0001111010011011
63586,1111100001100010
42515,1010011000010011
55770,1101100111011010
2311,0000100100000111
48485,1011110101100101
23084,0101101000101100
8042,0001111101101010
52736,1100111000000000
50959,1100011100001111
20881,0101000110010001
46678,1011011001010110
15342,0011101111101110
60829,1110110110011101
16298,0011111110101010
28690,0111000000010010
57405,1110000000111101
28410,0110111011111010
22966,0101100110110110
6072,0001011110111000
53367,1101000001110111
26887,0110100100000111
4061,0000111111011101
